Author,Story Date,Story URL,Headline,Claim URL,Claimed By,What (Claim),About Subject,About Person,Language
Urvashi Kapoor,15th May 2019,https://www.vishvasnews.com/english/world/fact-check-no-a-woman-did-not-become-pregnant-from-eating-squid/,"Fact Check: No, a woman did not become pregnant from eating squid",NA,FB Page: Amar Ujala,A woman became pregnant from eating squid,Pregnancy ,Women,English
Urvashi Kapoor,13th May 2019,https://www.vishvasnews.com/english/politics/fact-check-no-100-dollar-note-with-ambedkars-photo-is-fake/,Fact Check: 100-dollar note with Ambedkar’s photo is Fake,NA,FB User-Ajay Pratap Gaur Basti‎,100-dollar note with Ambedkar’s photo,100 dollar note,Ambedkar,English
Urvashi Kapoor,13th May 2019,https://www.vishvasnews.com/english/viral/fact-check-no-these-stones-were-not-tied-up-by-saw-1400-years-ago/,"Fact Check: No, these stones were not tied up by SAW 1400 years ago",NA,FB User: Junaid Alam,These stones were tied up by SAW 1400 years ago,Mediaval Stones ,Egyptians,English
Urvashi Kapoor,10th May 2019,https://www.vishvasnews.com/english/viral/fact-check-no-tea-made-of-papaya-leaves-cannot-cure-cancer-in-60-to-90-days/,"Fact Check: No, tea made of papaya leaves cannot cure cancer in 60 to 90 days",NA,FB User: Poonam Sharma,Tea made of papaya leaves can cure cancer in 60 to 90 days,Cancer cure,Cancer patients,English
Urvashi Kapoor,9th May 2019,https://www.vishvasnews.com/english/viral/fact-check-no-rs-173-wont-be-deducted-for-withdrawing-money-from-atm-more-than-4-times/,"Fact Check: No, Rs 173 won’t be deducted for withdrawing money from ATM more than 4 times",NA,FB User: Struggler Mudhai RJ,Rs 173 will be deducted for withdrawing money from ATM more than 4 times,ATM transaction,NA,English
Urvashi Kapoor,8th May 2019,https://www.vishvasnews.com/english/viral/fact-check-post-claiming-pouring-cow-ghee-in-nostrils-helps-regrow-lost-hair-is-misleading/,Fact check: Post claiming pouring cow ghee in nostrils helps regrow lost hair is misleading,NA,FB Page: आयुर्वेदिक उपचार,Pouring cow ghee in nostrils helps regrow lost hair,Hair care,NA,English
Urvashi Kapoor,8th May 2019,https://www.vishvasnews.com/english/viral/fact-check-no-muslims-were-not-prevented-from-voting-in-gujarat-as-claimed-in-viral-video/,"Fact Check: No, Muslims were not prevented from voting in Gujarat as claimed in viral video",NA,FB User: S M Sarwar Hussain,Muslims were prevented from voting in Gujarat,Gujarat election,Muslims,English
Urvashi Kapoor,7th May 2019,https://www.vishvasnews.com/english/politics/fact-check-old-photo-of-pramod-krishnam-with-monica-bedi-goes-viral/,Fact Check: Old photo of Pramod Krishnam with Monica Bedi goes viral,NA,FB User: Sandeep Pandit,Photo of Pramod Krishnam with Monica Bedi,"Modi Bedi, Pramod Krishnan controversy","Monika Bedi, Pramod Krishnan",English
Urvashi Kapoor,7th May 2019,https://www.vishvasnews.com/english/politics/fact-check-yogi-adityanath-did-not-threaten-to-set-the-nation-on-fire-if-his-govt-is-voted-out/,Fact Check: Yogi Adityanath did not threaten to set the nation on fire if his govt is voted out,NA,Fb page: Kamalnath Congress,Yogi Adityanath threatened to set the nation on fire if his govt is voted out,BJP Government,Yogi Adityanath,English
Urvashi Kapoor,6th May 2019,https://www.vishvasnews.com/english/viral/fact-check-viral-photo-showing-akhileshyadav-blaming-narendramodi-for-thrashing-yadav-bowlers-in-ipl-is-fake/,Fact Check: Viral photo showing AkhileshYadav blaming NarendraModi for thrashing Yadav Bowlers in IPL is Fake,NA,FB User-प्रदीप सिंह पतारा,AkhileshYadav blaming NarendraModi for thrashing Yadav Bowlers in IPL,Thrashing bowlers in IPL,"Akhilesh Yadav, Narendra Modi",English
Urvashi Kapoor,6th May 2019,https://www.vishvasnews.com/english/politics/fact-check-viral-post-claiming-bjp-leaders-forced-nirav-modi-to-escape-from-india-is-fake/,Fact Check: Viral post claiming BJP leaders forced Nirav Modi to escape from India is fake,NA,Naresh Yadav,BJP leaders forced Nirav Modi to escape from India,Nirav Modis escape,Nirav modi,English
Urvashi Kapoor,6th May 2019,https://www.vishvasnews.com/english/viral/fact-check-viral-post-claiming-that-consuming-grapes-after-having-medicine-can-be-fatal-is-false/,"Fact Check: Viral post claiming that consuming grapes after having medicine can be fatal, is false",NA,FB page: competecrow.com,consuming grapes after having medicine can be fatal,Effects of having grapes over medicine,Patients,English
Urvashi Kapoor,3rd May 2019,https://www.vishvasnews.com/english/viral/fact-check-post-claiming-a-decoction-made-of-cloves-ginger-black-pepper-can-cure-slip-disc-is-fake/,"Fact Check: Post claiming a decoction made of cloves, ginger, black pepper can cure slip disc is fake",NA,घरेलु नुस्के,"decoction made of cloves, ginger, black pepper can cure slip disc",Slipped disc cured,Spine patients,English
Urvashi Kapoor,2nd May 2019,https://www.vishvasnews.com/english/politics/fact-check-image-of-kanhaiya-kumar-campaigning-behind-afzal-gurus-photo-is-fake/,Fact Check: Image of Kanhaiya Kumar Campaigning behind Afzal Guru’s photo is fake,NA,Adarsh Kumar Bajpai,Kanhaiya Kumar Campaigning behind Afzal Guru’s photo,Campaigning,Kanhaiya Kumar,English
Urvashi Kapoor,1st May 2019,https://www.vishvasnews.com/english/politics/fact-check-video-showing-remedy-for-turning-white-hair-to-black-permanently-in-half-an-hour-is-fake/,Fact Check: Video showing remedy for turning white hair to black permanently in half an hour is fake,NA,FB page Rajiv Dixit - राजीव दीक्षित,remedy for turning white hair to black permanently in half an hour,Grey hair treatment,People with grey hair,English
Urvashi Kapoor,1st May 2019,https://www.vishvasnews.com/english/viral/fact-check-no-matchstick-powder-cannot-treat-scorpion-bite-venom/,"Fact Check: No, matchstick powder cannot treat scorpion bite venom",NA,Facebook User Naresh Manglani Lucky Ji,matchstick powder can treat scorpion bite venom,Poison treatment,Patients,English
Urvashi Kapoor,29th Apr 2019,https://www.vishvasnews.com/english/viral/fact-check-viral-post-on-cold-drinks-contaminated-with-ebola-virus-is-fake/,Fact Check: Viral post on cold drinks contaminated with Ebola virus is fake,NA,ManDeep Singh Kamboj,cold drinks contaminated with Ebola virus,Cold drink contaminated,Soft drink consumers,English
Urvashi Kapoor,30th Dec 2020,https://www.vishvasnews.com/english/viral/fact-check-video-of-2011-japan-tsunami-passed-off-as-floods-in-pakistan-in-2020/,Fact Check: Video of 2011 Japan Tsunami Passed off as Floods in Pakistan in 2020,NA,Twitter user: SARA NALUNGA,Video of Floods in Pakistan in 2020,"Floods in Japan, Pakistan",Flood victims,English
Urvashi Kapoor,24th Dec 2020,https://www.vishvasnews.com/english/viral/fact-check-dont-believe-this-phishing-email-claiming-to-be-from-amazon-it-is-a-scam/,Fact Check: Don’t Believe This Phishing Email Claiming To Be From Amazon; It Is A Scam,NA,Whatsapp user,Your Amazon account is on hold due to a billing issue. Update payment information,Online fraud,Amazon users,English
Urvashi Kapoor,23rd Dec 2020,https://www.vishvasnews.com/english/viral/fact-check-disturbing-video-of-woman-hacked-to-death-in-brazil-passed-off-as-killing-in-india/,Fact Check: Disturbing Video of Woman Hacked to Death In Brazil Passed off As Killing In India,NA,Twitter user: Jaggu दादा,Woman Hacked to Death in India,Murder of a woman,Brazil women,English
Urvashi Kapoor,21st Dec 2020,https://www.vishvasnews.com/english/viral/fact-check-no-this-coffee-outlet-didnt-threaten-to-fire-employees-who-say-merry-christmas-viral-post-is-fake/,"Fact Check: No, This Coffee Outlet Didn’t Threaten to Fire Employees Who Say ‘Merry Christmas’; Viral Post Is Fake",https://perma.cc/SA84-5WN9,FB user: Craig Raees,I’m the manager of a Starbucks in Charlotte NC. I have informed my employees that they will be fired on the spot if I hear them say ‘Merry Christmas’ to any customers” — an action he purportedly took because he “personally dislike(s) conservative Christians,Sacking from job,Startbucks workers,English
Urvashi Kapoor,21st Dec 2020,https://www.vishvasnews.com/english/viral/fact-check-no-this-chocolate-brand-isnt-giving-free-chocolates-viral-link-is-a-scam/,"Fact Check: No, This Chocolate Brand Isn’t Giving Free Chocolates; Viral Link Is A Scam",http://bit.ly/2KMRvYx,Whatsapp user,Cadbury giving free chocolates by clicking on the viral link,Free  Chocolates,Cadbury,English
Urvashi Kapoor,14th Dec 2020,https://www.vishvasnews.com/english/health/fact-check-no-face-masks-alone-cannot-help-in-preventing-covid-19-viral-post-is-missing-crucial-context/,"Fact Check: No, Face Masks Alone Cannot Help In Preventing COVID-19, Viral Post Is Missing Crucial Context",https://perma.cc/Z47Y-DBTM,FB user: https://www.facebook.com/penny.wiens.9,"If masks work, then let family back into hospitals and nursing homes to be with their loved ones. If they don’t work, get them off our children. Someone is lying",Face Mask,Covid 19,English
Urvashi Kapoor,11th Dec 2020,https://www.vishvasnews.com/english/viral/fact-check-no-this-machine-cannot-cure-a-disease-in-2-5-minutes-viral-images-are-taken-from-a-2013-movie/,"Fact Check: No, This Machine Cannot Cure A Disease in 2.5 Minutes; Viral Images Are Taken From A 2013 Movie",http://archive.today/8G1AS,Whastapp user,This Machine Can Cure A Disease in 2.5 Minutes,AI Hospital beds,Patients,English
Urvashi Kapoor,11th Dec 2020,https://www.vishvasnews.com/english/viral/fact-check-no-this-service-provider-isnt-providing-free-200gb-data-viral-message-is-a-scam/,"Fact Check: No, This Service Provider Isn’t Providing Free 200GB Data; Viral Message Is A Scam",https://www.k1g6p8.top/app/4g/index.php.,Whatsapp user,"Airtel offering free 200GB data for 1 month, click on the link",Free Internet Data,Airtel,English
Urvashi Kapoor,8th Dec 2020,https://www.vishvasnews.com/english/viral/fact-check-no-cdc-didnt-issue-facial-hair-guide-to-prevent-novel-coronavirus/,"Fact Check: No, CDC Didn’t Issue Facial Hair Guide To Prevent Novel Coronavirus",https://archive.md/wip/ys8Qb,FB user: Joel Vincent Brown,CDC Recommends people shave their facial hair to prevent coronavirus.,Guide To Prevent Novel Coronavirus,Centers for Disease Controls and Prevention (CDC),English
Urvashi Kapoor,7th Dec 2020,https://www.vishvasnews.com/english/viral/fact-check-no-netflix-isnt-giving-free-1-year-subscription-due-to-covid-19-fake-post-going-viral/,"Fact Check: No, Netflix Isn’t Giving Free 1-Year Subscription Due to COVID-19; Fake Post Going Viral",NA,Whatsapp user,Netflix Is Giving Free 1-Year Subscription Due to COVID-19,Free Subscription,Netflix,English
Urvashi Kapoor,3rd Dec 2020,https://www.vishvasnews.com/english/viral/fact-check-post-claiming-this-vaccine-injects-an-unsafe-amount-of-aluminum-to-infants-is-misleading/,Fact Check: Post Claiming This Vaccine Injects An Unsafe Amount of Aluminum To Infants Is Misleading,http://archive.today/ku7Ef,Facebook user: Hervey Alvin,Pediarix vaccine injects an unsafe amount of aluminum into infants,Pediarix Vaccine,Kids,English
Urvashi Kapoor,2nd Dec 2020,https://www.vishvasnews.com/english/viral/fact-check-viral-video-on-coronavirus-is-old-and-is-falsely-attributed-to-who-icmr/,"Fact Check: Viral Video On Coronavirus Is Old And Is Falsely Attributed to WHO, ICMR",NA,Whatsapp user,"WHO and ICMR have issued a warning. It claims that WHO and ICMR warn that India is all set to enter the third stage transmission of the coronavirus and if left unchecked, the total death count by the coronavirus outbreak in India could reach the number of 50,000 by March.",Statement on Covid 19,World Health Organisation,English
Urvashi Kapoor,1st Dec 2020,https://www.vishvasnews.com/english/viral/fact-check-viral-post-on-coronavirus-symptoms-falsely-attributed-to-aiims/,Fact Check: Viral Post On Coronavirus Symptoms Falsely Attributed To AIIMS,http://archive.today/VRk0S,FB user: Rajkumar Bhati,Viral symptoms on coronavirus and other diseases released by AIIMS,statement on causes of coronavirus,AIIMS,English
Urvashi Kapoor,23rd Nov 2020,https://www.vishvasnews.com/english/viral/quick-fact-check-misleading-post-claiming-old-textbook-mentions-covid-19-cure-resurfaces/,Quick Fact Check: Misleading Post Claiming Old Textbook Mentions COVID-19 Cure Resurfaces,NA,Whatsapp user,COVID-19 is not new and old textbook lists its treatment,COVID-19,Textbook,English
Urvashi Kapoor,20th Nov 2020,https://www.vishvasnews.com/english/viral/fact-check-viral-photo-is-part-of-themed-photoshoot-in-india-and-not-of-overworked-frontline-workers-in-sri-lanka/,Fact Check: Viral Photo Is Part of Themed Photoshoot in India and not of Overworked Frontline Workers In Sri Lanka,https://www.facebook.com/dilhan.magammana/posts/1483026945218328,FB user: Ruchika Magammana,Photo of Covid 19 workers,COVID-19,Workers,English
Urvashi Kapoor,19th Nov 2020,https://www.vishvasnews.com/english/viral/quick-fact-check-fake-post-claiming-fenugreek-seed-tape-can-cure-throat-infection-during-covid-19-resurfaces/,Quick Fact Check: Fake Post Claiming Fenugreek Seed Tape Can Cure Throat Infection During COVID-19 Resurfaces,http://archive.today/4HWXi,Whatsapp user,Fenugreek Seed Tape Can Cure Throat Infection During COVID-19,Covid- 19 cure,Fenugreek Seed,English
Urvashi Kapoor,12th Nov 2020,https://www.vishvasnews.com/english/viral/who-director-general-said-he-was-identified-as-contact-of-covid-19-positive-person-not-tested-coronavirus-positive/,"Fact Check: WHO Director-General Said He Was Identified As Contact Of COVID-19 Positive Person, Not Tested Coronavirus Positive",https://archive.md/7TjQB,Twitter user: solomanislandsblog,WHO Director-General Said He Was Identified As COVID-19 Positive,Tested Covid Positive,WHO Director,English
Urvashi Kapoor,11th Nov 2020,https://www.vishvasnews.com/english/viral/quick-fact-check-fake-post-claiming-cashews-are-getting-manufactured-through-machines-resurfaces/,Quick Fact Check: Fake Post Claiming Cashews Are Getting Manufactured Through Machines Resurfaces,https://www.youtube.com/watch?v=Vgevd8M5dQ8&ab_channel=OurIndiaTv,Whatsapp user,Fake kaju making machine,Fake Machine,cashews manufacturing,English
Urvashi Kapoor,9th Nov 2020,https://www.vishvasnews.com/english/viral/fact-check-tezpur-litchis-got-gi-tag-in-2015-not-recently-misleading-post-going-viral/,"Fact Check: Tezpur Litchis Got GI Tag in 2015, Not recently; Misleading Post Going Viral",http://archive.today/x1eZa,FB user: Akshay Karnwal,Tezpur Litchis Got GI Tag recently,Tezpur Litchis,GI Tag,English
Urvashi Kapoor,7th Nov 2020,https://www.vishvasnews.com/english/viral/fact-check-neither-the-people-in-the-video-are-who-representatives-nor-are-the-claims-made-by-them-true/,Fact Check: Neither the people in the video are WHO representatives nor are the claims made by them true,https://archive.md/wip/8NQTE,Twitter user: Parvez,"WHO has taken a U-turn and now says that Coronavirus-infected patients neither needs to be isolated, nor quarantined, nor needs social distancing. It further claims that the infected people cannot even transmit virus from one patient to another",Statement about Covid 19,WHO representatives,English
Urvashi Kapoor,5th Nov 2020,https://www.vishvasnews.com/english/viral/fact-check-no-the-tragic-story-doing-rounds-in-the-name-of-subway-surfers-game-isnt-true-viral-post-is-fake/,"Fact Check: No, The Tragic Story Doing Rounds In The Name of Subway Surfers Game Isn’t True, Viral Post Is Fake",http://archive.today/14Vao,FB page: AXEL,The creator of Subway Surfers game made the game to honor his son who died while skating down the rails,Tragic Story,Subway Surfers,English
Urvashi Kapoor,3rd Nov 2020,https://www.vishvasnews.com/english/health/fact-check-post-claiming-measles-vaccine-wont-work-for-people-born-before-1989-is-misleading/,Fact Check: Post Claiming Measles Vaccine Won’t Work For People Born Before 1989 Is Misleading,NA,Whatsapp user,Measles Vaccine Won’t Work For People Born Before 1989,Measles Vaccine,People Born Before 1989,English
Urvashi Kapoor,2nd Nov 2020,https://www.vishvasnews.com/english/viral/quick-fact-check-fake-post-claiming-mr-vaccine-causes-infertility-resurfaces/,Quick Fact Check: Fake Post Claiming MR Vaccine Causes Infertility Resurfaces,NA,Whatsapp user,MR Vaccine Causes Infertility,Infertility,MR Vaccine,English
Sapthagiri Gopagoni,2nd Nov 2020,https://www.vishvasnews.com/english/politics/fact-check-this-picture-of-relief-packages-with-liquor-for-thailand-flood-victims-viral-with-fake-claim/,Fact Check: This picture of relief packages with liquor for Thailand flood victims viral with fake claim,https://archive.md/LMJ2K,Twitter user @Prawingopani246,The vaccine to be given for free in Telangana is ready in Dubbakka,relief packages,Thailand,English
Urvashi Kapoor,29th Oct 2020,https://www.vishvasnews.com/english/viral/fact-check-no-starbucks-isnt-giving-away-free-frappuccinos-for-yelling-black-lives-matter-in-cafes-fake-post-going-viral/,"Fact Check: No, Starbucks Isn’t Giving Away Free Frappuccinos For Yelling ‘Black Lives Matter’ in Cafes, Fake Post Going Viral",NA,Whatsapp user,Starbucks Is Giving Away Free Frappuccinos For Yelling ‘Black Lives Matter’ in Cafes,Free Frappuccinos/ Black Lives Matter,Starbucks,English
Urvashi Kapoor,23rd Oct 2020,https://www.vishvasnews.com/english/viral/fact-check-post-claiming-covid-19-testing-patent-was-submitted-in-2015-is-fake/,Fact Check: Post claiming COVID-19 testing patent was submitted in 2015 is fake,http://archive.today/gMEAu,FB user: Clinton Wensley,COVID-19 testing patent was submitted in 2015 and COVID19 is a scam,testing patent,COVID-19,English
Urvashi Kapoor,21st Oct 2020,https://www.vishvasnews.com/english/world/fact-check-no-photo-showing-bears-eating-apples-is-not-from-kashmir-but-from-a-conservation-centre-in-the-us/,"Fact Check: No, Photo showing bears eating apples is not from Kashmir but from a conservation centre in the US",https://archive.md/wip/vScJd,FB page: Downtown Srinagar,Photo showing bears eating apples is from Kashmir,Photo from kashmir,Bears,English
Urvashi Kapoor,18th Oct 2020,https://www.vishvasnews.com/english/viral/quick-fact-check-fake-post-claiming-nasa-added-13th-zodiac-sign-ophiuchus-resurfaces/,Quick Fact Check: Fake Post Claiming NASA Added 13th Zodiac Sign “Ophiuchus” Resurfaces,NA,Whatsapp chatbot,NASA Added 13th Zodiac Sign “Ophiuchus”,Zodiac Sign,NASA,English
Urvashi Kapoor,16th Oct 2020,https://www.vishvasnews.com/english/viral/fact-check-no-who-didnt-list-out-7-brain-damaging-habits-viral-post-falsely-attributed-to-world-health-organization/,"Fact Check: No, WHO Didn’t List Out 7 Brain Damaging Habits; Viral Post Falsely Attributed To World Health Organization",http://archive.today/vnXr8,FB page : Life decoram, 7 Brain Damaing Habits Issued By WHO,Brain Damaing Habits,WHO,English
Pallavi Mishra,14th Oct 2020,https://www.vishvasnews.com/english/politics/fact-check-viral-post-about-reliance-and-whatsapp-is-fake/,Fact Check: Viral post about Reliance and WhatsApp is fake,https://archive.fo/wip/njLg6,FB User Anil Gowda,"Good news FINAL NOTICE. Dont ignore please read it carefully” Hello, I. Am VARUN PULYANI director of whatsapp, this message is to inform all of our users that we have sold whatsapp to Mukesh Ambani. Reliance for 19 billion",Reliance bought WhatsApp,"Reliance, WhatsApp",English
Pallavi Mishra,13th Oct 2020,https://www.vishvasnews.com/english/viral/fact-check-video-of-a-crying-rickshaw-puller-is-not-from-india-but-from-bangladesh/,Fact Check: Video of a Crying Rickshaw Puller is not from India but from Bangladesh,https://www.facebook.com/permalink.php?story_fbid=963938807419269&id=100014094762519,Moparthi Ajay @MoparthiAjay,The Law of this country is only for poor people..! ,Atrocities on poor in India,Rickshaw Puller,English
Urvashi Kapoor,12th Oct 2020,https://www.vishvasnews.com/english/viral/fact-check-no-amul-didnt-release-not-masoom-anymore-cartoon-recently-old-poster-on-urmila-matondkar-viral-as-recent/,"Fact Check: No, Amul Didn’t Release ‘Not Masoom Anymore’ Cartoon Recently; Old Poster on Urmila Matondkar Viral As Recent",http://archive.today/NvMCQ,Twitter user: Abshar,Amul Released ‘Not Masoom Anymore’ Cartoon Recently,Cartoon,Amul,English
Pallavi Mishra,10th Oct 2020,https://www.vishvasnews.com/english/politics/fact-check-this-picture-of-priyanka-and-rahul-gandhi-is-from-2019-viral-claim-is-fake/,"Fact Check: This Picture Of Priyanka And Rahul Gandhi Is From 2019, viral claim is fake",https://archive.fo/wip/4zb4w,Twitter user Anima Sonkar,Priyanka Rahul Laughing while visiting Hathras victim’s family,Hathras Victims,"Rahul Gandhi, Priyanka Gandhi",English
Abhishek Parashar,10th Oct 2020,https://www.vishvasnews.com/english/politics/fact-check-this-is-not-the-picture-of-atal-tunnel-connecting-manali-and-leh/,Fact Check: This Is Not The Picture of Atal Tunnel Connecting Manali And Leh,https://twitter.com/Sunilmps20/status/1312605285790486528,Twitter User Sunil Bharti,दुनिया की सबसे लंबी सुरंग अटल टनल की तस्वीर।,A picture of newly inaugurated Atal Tunnel.,"Atal Tunnel, Image of Atal Tunnel",English
Urvashi Kapoor,8th Oct 2020,https://www.vishvasnews.com/english/viral/quick-fact-check-fake-post-claiming-china-seeks-courts-approval-to-kill-20000-coronavirus-patients-resurfaces/,Quick Fact Check: Fake Post Claiming China Seeks Court’s Approval To Kill 20000 Coronavirus Patients Resurfaces,NA,Whatsapp user,China Seeks Court’s Approval To Kill 20000 Coronavirus,Killing of Covid Patients,China,English
Urvashi Kapoor,7th Oct 2020,https://www.vishvasnews.com/english/viral/fact-check-do-not-believe-in-this-suspicious-email-claiming-to-be-from-netflix-it-is-a-scam/,Fact Check: Do not believe in this suspicious email claiming to be from Netflix; it is a scam,NA,Whatsapp user,Netflix emails regarding updating the payment,Email on Payment method,Netflix ,English
Urvashi Kapoor,7th Oct 2020,https://www.vishvasnews.com/english/viral/fact-check-viral-photo-of-tree-carved-in-shape-of-hand-is-not-located-in-kashmir-but-in-wales-united-kingdom/,"Fact Check: Viral photo of tree carved in shape of hand is not located in Kashmir but in Wales, United Kingdom",https://archive.md/wip/LlnUl,FB Page: Kashmir News,Tree carved in shape of hand is located in Kashmir,Hand Shaped Tree,Kashmir,English
Pallavi Mishra,6th Oct 2020,https://www.vishvasnews.com/english/politics/fact-check-edited-image-of-pakistani-politician-viral-with-fake-claim/,Fact Check: Edited image of Pakistani politician viral with fake claim,https://archive.fo/wip/lvRgo,FB Page ठकुराईन और उनकी सोच,Maulana saheb is using Zakat money properly,Pakistani politician.,Pakistani politician Fazl ur Rehman ,English
Urvashi Kapoor,5th Oct 2020,https://www.vishvasnews.com/english/viral/fact-check-no-adding-pepper-in-your-food-wont-cure-or-prevent-coronavirus-viral-post-is-fake/,"Fact Check: No, adding pepper in your food won’t cure or prevent coronavirus; viral post is fake",NA,Whatsapp user,Adding pepper in your food won’t cure or prevent coronavirus,Covid 19 Cure,pepper,English
Pallavi Mishra,1st Oct 2020,https://www.vishvasnews.com/english/politics/fact-check-the-person-in-this-video-is-not-himalaya-company-owner-viral-claim-is-fake/,"Fact Check: The Person in This Video is Not Himalaya Company Owner, Viral Claim is Fake",https://archive.fo/wip/sI7ot,FB User Mohan Rao, We are all proud of Indian ‘Himalayan Drug Company’ but see the mentality of it’s owner Mohammed Manal and think twice before using the products,Islam phobia,Himalya Company,English
Pallavi Mishra,30th Sep 2020,https://www.vishvasnews.com/english/politics/fact-check-this-cruise-ship-video-is-not-from-gujarat-viral-claim-is-misleading/,"Fact Check: This Cruise Ship Video Is Not From Gujarat, Viral claim is misleading",https://archive.fo/wip/gxFNB,FB Page Indiamoods Video,The distance from Bhavnagar to Bharuch Road is 350 kilometers and its distance from the sea route is 32 kilometers and by this sea route the Prime Minister has started a service by the ship…,Cruise Ship,PM Modi,English
Pallavi Mishra,30th Sep 2020,https://www.vishvasnews.com/english/politics/fact-check-the-person-in-the-video-is-not-an-ips-officer-viral-claim-is-fake/,"Fact Check: The Person In The Video Is Not An IPS Officer, viral claim is fake",https://archive.fo/wip/yiISi,FB Page Bilimora Official,"He is Shailajakant Mishra, 1977 batch IPS Officer, Lucknow, Director General of Police. Listen to him. What he says is true not just for India but for the world! Hats off to his depth of knowledge.",IPS,IPS Shailajakant Mishra,English
Urvashi Kapoor,30th Sep 2020,https://www.vishvasnews.com/english/viral/quick-fact-check-fake-post-claiming-who-said-coronavirus-is-losing-potency-resurfaces/,Quick Fact Check: Fake post Claiming WHO Said Coronavirus Is Losing Potency Resurfaces,NA,Whatsapp user,WHO Said Coronavirus Is Losing Potency,Statement on Covid 19 potency,WHO,English
Pallavi Mishra,28th Sep 2020,https://www.vishvasnews.com/english/viral/fact-check-old-video-of-couple-setting-themselves-on-fire-in-mathura-viral-with-misleading-claim-2/,Fact Check: Old Video Of Couple Setting Themselves On Fire In Mathura Viral With Misleading Claim,https://archive.fo/wip/60F7h,Fb User: Amarjee Ambedkar,"Let the farmers and laborers die, they are not Sushant. Desolate the farm or the house, this isn’t Kangana’s house or office",UP Police,UP Citizens,English
